医療機関ID,医療機関名,都道府県名,医療機関住所,電話番号
10301086,岩手県立中部病院,岩手県,北上市村崎野１７地割１０番地,197711511.0
10301086,岩手県立中部病院,岩手県,北上市村崎野１７地割１０番地,197711511.0
10301086,岩手県立中部病院,岩手県,北上市村崎野１７地割１０番地,197711511.0
10301085,社会福祉法人恩賜財団済生会　北上済生会病院,岩手県,北上市九年橋三丁目１５番３３号,197647722.0
10301085,社会福祉法人恩賜財団済生会　北上済生会病院,岩手県,北上市九年橋三丁目１５番３３号,197647722.0
10301085,社会福祉法人恩賜財団済生会　北上済生会病院,岩手県,北上市九年橋三丁目１５番３３号,197647722.0
10301076,宝陽病院,岩手県,花巻市石鳥谷町新堀第１５地割２３番地,198456500.0
10301076,宝陽病院,岩手県,花巻市石鳥谷町新堀第１５地割２３番地,198456500.0
10301076,宝陽病院,岩手県,花巻市石鳥谷町新堀第１５地割２３番地,198456500.0
10301075,独立行政法人国立病院機構花巻病院,岩手県,花巻市諏訪５００番地,198240511.0
10301075,独立行政法人国立病院機構花巻病院,岩手県,花巻市諏訪５００番地,198240511.0
10301075,独立行政法人国立病院機構花巻病院,岩手県,花巻市諏訪５００番地,198240511.0
10301074,公益財団法人総合花巻病院,岩手県,花巻市御田屋町４番５６号,198233311.0
10301074,公益財団法人総合花巻病院,岩手県,花巻市御田屋町４番５６号,198233311.0
10301074,公益財団法人総合花巻病院,岩手県,花巻市御田屋町４番５６号,198233311.0
10301073,岩手県立東和病院,岩手県,花巻市東和町安俵６区７５番地１,198422211.0
10301073,岩手県立東和病院,岩手県,花巻市東和町安俵６区７５番地１,198422211.0
10301073,岩手県立東和病院,岩手県,花巻市東和町安俵６区７５番地１,198422211.0
10301072,イーハトーブ病院,岩手県,花巻市湯口字志戸平１４番地１,198385656.0
10301072,イーハトーブ病院,岩手県,花巻市湯口字志戸平１４番地１,198385656.0
10301072,イーハトーブ病院,岩手県,花巻市湯口字志戸平１４番地１,198385656.0
10301068,みちのく療育園,岩手県,紫波郡矢巾町大字煙山第２４地割１番地,196110600.0
10301068,みちのく療育園,岩手県,紫波郡矢巾町大字煙山第２４地割１番地,196110600.0
10301068,みちのく療育園,岩手県,紫波郡矢巾町大字煙山第２４地割１番地,196110600.0
10301067,医療法人社団帰厚堂南昌病院,岩手県,紫波郡矢巾町大字広宮沢第１地割２番１８１,196975211.0
10301067,医療法人社団帰厚堂南昌病院,岩手県,紫波郡矢巾町大字広宮沢第１地割２番１８１,196975211.0
10301067,医療法人社団帰厚堂南昌病院,岩手県,紫波郡矢巾町大字広宮沢第１地割２番１８１,196975211.0
10301062,国民健康保険葛巻病院,岩手県,岩手郡葛巻町葛巻第１６地割１番地１,195662311.0
10301062,国民健康保険葛巻病院,岩手県,岩手郡葛巻町葛巻第１６地割１番地１,195662311.0
10301062,国民健康保険葛巻病院,岩手県,岩手郡葛巻町葛巻第１６地割１番地１,195662311.0
10301059,いわてリハビリテーションセンター,岩手県,岩手郡雫石町七ツ森１６番地２４３,196925800.0
10301059,いわてリハビリテーションセンター,岩手県,岩手郡雫石町七ツ森１６番地２４３,196925800.0
10301059,いわてリハビリテーションセンター,岩手県,岩手郡雫石町七ツ森１６番地２４３,196925800.0
10301058,鶯宿温泉病院,岩手県,岩手郡雫石町大字南畑第３２地割字南桝沢２６５番地,196952321.0
10301058,鶯宿温泉病院,岩手県,岩手郡雫石町大字南畑第３２地割字南桝沢２６５番地,196952321.0
10301058,鶯宿温泉病院,岩手県,岩手郡雫石町大字南畑第３２地割字南桝沢２６５番地,196952321.0
10301057,医療法人社団松誠会　滝沢中央病院,岩手県,滝沢市鵜飼笹森４２番地２,196841151.0
10301057,医療法人社団松誠会　滝沢中央病院,岩手県,滝沢市鵜飼笹森４２番地２,196841151.0
10301057,医療法人社団松誠会　滝沢中央病院,岩手県,滝沢市鵜飼笹森４２番地２,196841151.0
10301056,栃内第二病院,岩手県,滝沢市大釜吉水１０３番地１,196841111.0
10301056,栃内第二病院,岩手県,滝沢市大釜吉水１０３番地１,196841111.0
10301056,栃内第二病院,岩手県,滝沢市大釜吉水１０３番地１,196841111.0
10301053,東八幡平病院,岩手県,八幡平市柏台二丁目８番２号,195782511.0
10301053,東八幡平病院,岩手県,八幡平市柏台二丁目８番２号,195782511.0
10301053,東八幡平病院,岩手県,八幡平市柏台二丁目８番２号,195782511.0
10301052,八幡平市立病院,岩手県,八幡平市大更第２５地割３２８番地１,195763111.0
10301052,八幡平市立病院,岩手県,八幡平市大更第２５地割３２８番地１,195763111.0
10301052,八幡平市立病院,岩手県,八幡平市大更第２５地割３２８番地１,195763111.0
10301023,盛岡赤十字病院,岩手県,盛岡市三本柳６地割１番地１,196373111.0
10301023,盛岡赤十字病院,岩手県,盛岡市三本柳６地割１番地１,196373111.0
10301023,盛岡赤十字病院,岩手県,盛岡市三本柳６地割１番地１,196373111.0
10301022,岩手県立療育センター,岩手県,紫波郡矢巾町医大通二丁目１番３号,196012777.0
10301022,岩手県立療育センター,岩手県,紫波郡矢巾町医大通二丁目１番３号,196012777.0
10301022,岩手県立療育センター,岩手県,紫波郡矢巾町医大通二丁目１番３号,196012777.0
10301021,特定医療法人　盛岡つなぎ温泉病院,岩手県,盛岡市繋字尾入野６４番地９,196892101.0
10301021,特定医療法人　盛岡つなぎ温泉病院,岩手県,盛岡市繋字尾入野６４番地９,196892101.0
10301021,特定医療法人　盛岡つなぎ温泉病院,岩手県,盛岡市繋字尾入野６４番地９,196892101.0
10301020,赤坂病院,岩手県,盛岡市名須川町２９番２号,196241225.0
10301020,赤坂病院,岩手県,盛岡市名須川町２９番２号,196241225.0
10301020,赤坂病院,岩手県,盛岡市名須川町２９番２号,196241225.0
10301019,八角病院,岩手県,盛岡市好摩字夏間木７０番地１９０,196820201.0
10301019,八角病院,岩手県,盛岡市好摩字夏間木７０番地１９０,196820201.0
10301019,八角病院,岩手県,盛岡市好摩字夏間木７０番地１９０,196820201.0
10301018,渋民中央病院,岩手県,盛岡市渋民字大前田５３番地２,196832336.0
10301018,渋民中央病院,岩手県,盛岡市渋民字大前田５３番地２,196832336.0
10301018,渋民中央病院,岩手県,盛岡市渋民字大前田５３番地２,196832336.0
10301017,内丸病院,岩手県,盛岡市本町通一丁目１２番７号,196545331.0
10301017,内丸病院,岩手県,盛岡市本町通一丁目１２番７号,196545331.0
10301017,内丸病院,岩手県,盛岡市本町通一丁目１２番７号,196545331.0
10301016,荻野病院,岩手県,盛岡市本宮一丁目６番１２号,196360317.0
10301016,荻野病院,岩手県,盛岡市本宮一丁目６番１２号,196360317.0
10301016,荻野病院,岩手県,盛岡市本宮一丁目６番１２号,196360317.0
10301015,岩手県立中央病院,岩手県,盛岡市上田一丁目４番１号,196531151.0
10301015,岩手県立中央病院,岩手県,盛岡市上田一丁目４番１号,196531151.0
10301015,岩手県立中央病院,岩手県,盛岡市上田一丁目４番１号,196531151.0
10301014,医療法人社団恵仁会　三愛病院,岩手県,盛岡市月が丘一丁目２９番１５号,196416633.0
10301014,医療法人社団恵仁会　三愛病院,岩手県,盛岡市月が丘一丁目２９番１５号,196416633.0
10301014,医療法人社団恵仁会　三愛病院,岩手県,盛岡市月が丘一丁目２９番１５号,196416633.0
10301013,医療法人社団　髙松病院,岩手県,盛岡市館向町４番８号,196242250.0
10301013,医療法人社団　髙松病院,岩手県,盛岡市館向町４番８号,196242250.0
10301013,医療法人社団　髙松病院,岩手県,盛岡市館向町４番８号,196242250.0
10301012,岩手医科大学附属病院,岩手県,紫波郡矢巾町医大通二丁目１番１号,196515111.0
10301012,岩手医科大学附属病院,岩手県,紫波郡矢巾町医大通二丁目１番１号,196515111.0
10301012,岩手医科大学附属病院,岩手県,紫波郡矢巾町医大通二丁目１番１号,196515111.0
10301011,盛岡南病院,岩手県,盛岡市津志田１３地割１８番地４,196382020.0
10301011,盛岡南病院,岩手県,盛岡市津志田１３地割１８番地４,196382020.0
10301011,盛岡南病院,岩手県,盛岡市津志田１３地割１８番地４,196382020.0
10301010,孝仁病院,岩手県,盛岡市中太田泉田２８番地,196562888.0
10301010,孝仁病院,岩手県,盛岡市中太田泉田２８番地,196562888.0
10301010,孝仁病院,岩手県,盛岡市中太田泉田２８番地,196562888.0
10301009,松園第二病院,岩手県,盛岡市西松園三丁目２２番３号,196620100.0
10301009,松園第二病院,岩手県,盛岡市西松園三丁目２２番３号,196620100.0
10301009,松園第二病院,岩手県,盛岡市西松園三丁目２２番３号,196620100.0
10301008,松園第一病院,岩手県,盛岡市東黒石野三丁目２番１号,196626111.0
10301008,松園第一病院,岩手県,盛岡市東黒石野三丁目２番１号,196626111.0
10301008,松園第一病院,岩手県,盛岡市東黒石野三丁目２番１号,196626111.0
10301007,盛岡友愛病院,岩手県,盛岡市永井１２地割１０番地,196382222.0
10301007,盛岡友愛病院,岩手県,盛岡市永井１２地割１０番地,196382222.0
10301007,盛岡友愛病院,岩手県,盛岡市永井１２地割１０番地,196382222.0
10301006,遠山病院,岩手県,盛岡市下ノ橋町６番１４号,196512111.0
10301006,遠山病院,岩手県,盛岡市下ノ橋町６番１４号,196512111.0
10301006,遠山病院,岩手県,盛岡市下ノ橋町６番１４号,196512111.0
10301005,盛岡市立病院,岩手県,盛岡市本宮五丁目１５番１号,196350101.0
10301005,盛岡市立病院,岩手県,盛岡市本宮五丁目１５番１号,196350101.0
10301005,盛岡市立病院,岩手県,盛岡市本宮五丁目１５番１号,196350101.0
10301004,栃内病院,岩手県,盛岡市肴町２番２８号,196231316.0
10301004,栃内病院,岩手県,盛岡市肴町２番２８号,196231316.0
10301004,栃内病院,岩手県,盛岡市肴町２番２８号,196231316.0
10301003,独立行政法人国立病院機構盛岡医療センター,岩手県,盛岡市青山一丁目２５番１号,196472195.0
10301003,独立行政法人国立病院機構盛岡医療センター,岩手県,盛岡市青山一丁目２５番１号,196472195.0
10301003,独立行政法人国立病院機構盛岡医療センター,岩手県,盛岡市青山一丁目２５番１号,196472195.0
10301002,一般財団法人岩手済生医会　中津川病院,岩手県,盛岡市下米内二丁目４番１２号,196623252.0
10301002,一般財団法人岩手済生医会　中津川病院,岩手県,盛岡市下米内二丁目４番１２号,196623252.0
10301002,一般財団法人岩手済生医会　中津川病院,岩手県,盛岡市下米内二丁目４番１２号,196623252.0
10301001,川久保病院,岩手県,盛岡市津志田２６地割３０番地１,196351305.0
10301001,川久保病院,岩手県,盛岡市津志田２６地割３０番地１,196351305.0
10301001,川久保病院,岩手県,盛岡市津志田２６地割３０番地１,196351305.0
10201223,国民健康保険　大間病院,青森県,下北郡大間町大字大間字大間平２０番地７８,175372105.0
10201223,国民健康保険　大間病院,青森県,下北郡大間町大字大間字大間平２０番地７８,175372105.0
10201223,国民健康保険　大間病院,青森県,下北郡大間町大字大間字大間平２０番地７８,175372105.0
10201222,むつリハビリテーション病院,青森県,むつ市桜木町１３－１,175241211.0
10201222,むつリハビリテーション病院,青森県,むつ市桜木町１３－１,175241211.0
10201222,むつリハビリテーション病院,青森県,むつ市桜木町１３－１,175241211.0
10201221,むつ総合病院,青森県,むつ市小川町一丁目２－８,175222111.0
10201221,むつ総合病院,青森県,むつ市小川町一丁目２－８,175222111.0
10201221,むつ総合病院,青森県,むつ市小川町一丁目２－８,175222111.0
10201201,一般財団法人　仁和会　三沢中央病院,青森県,三沢市中央町三丁目１１－２,176571111.0
10201201,一般財団法人　仁和会　三沢中央病院,青森県,三沢市中央町三丁目１１－２,176571111.0
10201201,一般財団法人　仁和会　三沢中央病院,青森県,三沢市中央町三丁目１１－２,176571111.0
10201200,医療法人社団　良風会　ちびき病院,青森県,上北郡東北町字石坂３２－４,175645100.0
10201200,医療法人社団　良風会　ちびき病院,青森県,上北郡東北町字石坂３２－４,175645100.0
10201200,医療法人社団　良風会　ちびき病院,青森県,上北郡東北町字石坂３２－４,175645100.0
10201199,医療法人赤心会　十和田東病院,青森県,十和田市大字三本木字里ノ沢１－２４７,176225252.0
10201199,医療法人赤心会　十和田東病院,青森県,十和田市大字三本木字里ノ沢１－２４７,176225252.0
10201199,医療法人赤心会　十和田東病院,青森県,十和田市大字三本木字里ノ沢１－２４７,176225252.0
10201197,公立野辺地病院,青森県,上北郡野辺地町字鳴沢９－１２,175643211.0
10201197,公立野辺地病院,青森県,上北郡野辺地町字鳴沢９－１２,175643211.0
10201197,公立野辺地病院,青森県,上北郡野辺地町字鳴沢９－１２,175643211.0
10201196,公立七戸病院,青森県,上北郡七戸町字影津内９８－１,176622105.0
10201196,公立七戸病院,青森県,上北郡七戸町字影津内９８－１,176622105.0
10201196,公立七戸病院,青森県,上北郡七戸町字影津内９８－１,176622105.0
10201195,三沢市立三沢病院,青森県,三沢市大字三沢字堀口１６４番地６５号,176532161.0
10201195,三沢市立三沢病院,青森県,三沢市大字三沢字堀口１６４番地６５号,176532161.0
10201195,三沢市立三沢病院,青森県,三沢市大字三沢字堀口１６４番地６５号,176532161.0
10201194,十和田市立中央病院,青森県,十和田市西十二番町１４－８,176235121.0
10201194,十和田市立中央病院,青森県,十和田市西十二番町１４－８,176235121.0
10201194,十和田市立中央病院,青森県,十和田市西十二番町１４－８,176235121.0
10201187,医療法人誠仁会　尾野病院,青森県,つがる市木造若竹５,173422133.0
10201187,医療法人誠仁会　尾野病院,青森県,つがる市木造若竹５,173422133.0
10201187,医療法人誠仁会　尾野病院,青森県,つがる市木造若竹５,173422133.0
10201186,増田病院,青森県,五所川原市字新町４１,173352726.0
10201186,増田病院,青森県,五所川原市字新町４１,173352726.0
10201186,増田病院,青森県,五所川原市字新町４１,173352726.0
10201185,医療法人白生会　胃腸病院,青森県,五所川原市字中平井町１４２－１,173346111.0
10201185,医療法人白生会　胃腸病院,青森県,五所川原市字中平井町１４２－１,173346111.0
10201185,医療法人白生会　胃腸病院,青森県,五所川原市字中平井町１４２－１,173346111.0
10201184,医療法人慈仁会　尾野病院,青森県,五所川原市金木町朝日山４５３,173532071.0
10201184,医療法人慈仁会　尾野病院,青森県,五所川原市金木町朝日山４５３,173532071.0
10201184,医療法人慈仁会　尾野病院,青森県,五所川原市金木町朝日山４５３,173532071.0
10201183,つがる西北五広域連合　鰺ヶ沢病院,青森県,西津軽郡鯵ヶ沢町大字舞戸町字蒲生１０６番地１０,173723111.0
10201183,つがる西北五広域連合　鰺ヶ沢病院,青森県,西津軽郡鯵ヶ沢町大字舞戸町字蒲生１０６番地１０,173723111.0
10201183,つがる西北五広域連合　鰺ヶ沢病院,青森県,西津軽郡鯵ヶ沢町大字舞戸町字蒲生１０６番地１０,173723111.0
10201182,つがる西北五広域連合　かなぎ病院,青森県,五所川原市金木町菅原１３番１,173533111.0
10201182,つがる西北五広域連合　かなぎ病院,青森県,五所川原市金木町菅原１３番１,173533111.0
10201182,つがる西北五広域連合　かなぎ病院,青森県,五所川原市金木町菅原１３番１,173533111.0
10201181,つがる西北五広域連合つがる総合病院,青森県,五所川原市字岩木町１２番地３,173353111.0
10201181,つがる西北五広域連合つがる総合病院,青森県,五所川原市字岩木町１２番地３,173353111.0
10201181,つがる西北五広域連合つがる総合病院,青森県,五所川原市字岩木町１２番地３,173353111.0
10201139,社会福祉法人敬仁会　青森敬仁会病院,青森県,青森市久栗坂字山辺８９－１０,177375566.0
10201139,社会福祉法人敬仁会　青森敬仁会病院,青森県,青森市久栗坂字山辺８９－１０,177375566.0
10201139,社会福祉法人敬仁会　青森敬仁会病院,青森県,青森市久栗坂字山辺８９－１０,177375566.0
10201137,あおもり協立病院,青森県,青森市東大野二丁目１番地１０,177625500.0
10201137,あおもり協立病院,青森県,青森市東大野二丁目１番地１０,177625500.0
10201137,あおもり協立病院,青森県,青森市東大野二丁目１番地１０,177625500.0
10201136,医療法人同仁会　浪打病院,青森県,青森市合浦二丁目１１－２４,177414341.0
10201136,医療法人同仁会　浪打病院,青森県,青森市合浦二丁目１１－２４,177414341.0
10201136,医療法人同仁会　浪打病院,青森県,青森市合浦二丁目１１－２４,177414341.0
10201135,村上新町病院,青森県,青森市新町二丁目１－１３,177231111.0
10201135,村上新町病院,青森県,青森市新町二丁目１－１３,177231111.0
10201135,村上新町病院,青森県,青森市新町二丁目１－１３,177231111.0
10201134,村上病院,青森県,青森市浜田３－３－１４,177298888.0
10201134,村上病院,青森県,青森市浜田３－３－１４,177298888.0
10201134,村上病院,青森県,青森市浜田３－３－１４,177298888.0
10201133,芙蓉会病院,青森県,青森市雲谷字山吹９３－１,177382214.0
10201133,芙蓉会病院,青森県,青森市雲谷字山吹９３－１,177382214.0
10201133,芙蓉会病院,青森県,青森市雲谷字山吹９３－１,177382214.0
10201132,医療法人雄心会　青森新都市病院,青森県,青森市石江３丁目１番地,177578750.0
10201132,医療法人雄心会　青森新都市病院,青森県,青森市石江３丁目１番地,177578750.0
10201132,医療法人雄心会　青森新都市病院,青森県,青森市石江３丁目１番地,177578750.0
10201131,一般財団法人双仁会青森厚生病院,青森県,青森市大字新城字山田４８８－１,177883121.0
10201131,一般財団法人双仁会青森厚生病院,青森県,青森市大字新城字山田４８８－１,177883121.0
10201131,一般財団法人双仁会青森厚生病院,青森県,青森市大字新城字山田４８８－１,177883121.0
10201130,社団法人慈恵会　青森慈恵会病院,青森県,青森市大字安田字近野１４６－１,177821201.0
10201130,社団法人慈恵会　青森慈恵会病院,青森県,青森市大字安田字近野１４６－１,177821201.0
10201130,社団法人慈恵会　青森慈恵会病院,青森県,青森市大字安田字近野１４６－１,177821201.0
10201129,公益財団法人鷹揚郷　腎研究所　青森病院,青森県,青森市大字石江字岡部１０１－１,177819331.0
10201129,公益財団法人鷹揚郷　腎研究所　青森病院,青森県,青森市大字石江字岡部１０１－１,177819331.0
10201129,公益財団法人鷹揚郷　腎研究所　青森病院,青森県,青森市大字石江字岡部１０１－１,177819331.0
10201128,独立行政法人国立病院機構　青森病院,青森県,青森市浪岡大字女鹿沢字平野１５５番地１,172624055.0
10201128,独立行政法人国立病院機構　青森病院,青森県,青森市浪岡大字女鹿沢字平野１５５番地１,172624055.0
10201128,独立行政法人国立病院機構　青森病院,青森県,青森市浪岡大字女鹿沢字平野１５５番地１,172624055.0
10201127,国立療養所　松丘保養園,青森県,青森市大字石江字平山１９,177880145.0
10201127,国立療養所　松丘保養園,青森県,青森市大字石江字平山１９,177880145.0
10201127,国立療養所　松丘保養園,青森県,青森市大字石江字平山１９,177880145.0
10201126,外ヶ浜町国民健康保険　外ヶ浜中央病院,青森県,東津軽郡外ヶ浜町字下蟹田４２－１,174223450.0
10201126,外ヶ浜町国民健康保険　外ヶ浜中央病院,青森県,東津軽郡外ヶ浜町字下蟹田４２－１,174223450.0
10201126,外ヶ浜町国民健康保険　外ヶ浜中央病院,青森県,東津軽郡外ヶ浜町字下蟹田４２－１,174223450.0
10201125,平内町国民健康保険　平内中央病院,青森県,東津軽郡平内町大字小湊字外ノ沢１－１,177552131.0
10201125,平内町国民健康保険　平内中央病院,青森県,東津軽郡平内町大字小湊字外ノ沢１－１,177552131.0
10201125,平内町国民健康保険　平内中央病院,青森県,東津軽郡平内町大字小湊字外ノ沢１－１,177552131.0
10201124,青森市立浪岡病院,青森県,青森市浪岡大字浪岡字平野１８０,172623111.0
10201124,青森市立浪岡病院,青森県,青森市浪岡大字浪岡字平野１８０,172623111.0
10201124,青森市立浪岡病院,青森県,青森市浪岡大字浪岡字平野１８０,172623111.0
10201123,青森市民病院,青森県,青森市勝田一丁目１４－２０,177342171.0
10201123,青森市民病院,青森県,青森市勝田一丁目１４－２０,177342171.0
10201123,青森市民病院,青森県,青森市勝田一丁目１４－２０,177342171.0
10201122,青森県立中央病院,青森県,青森市東造道二丁目１－１,177268111.0
10201122,青森県立中央病院,青森県,青森市東造道二丁目１－１,177268111.0
10201122,青森県立中央病院,青森県,青森市東造道二丁目１－１,177268111.0
10201094,内科種市病院,青森県,八戸市大字是川字土間沢１番地,178961325.0
10201094,内科種市病院,青森県,八戸市大字是川字土間沢１番地,178961325.0
10201094,内科種市病院,青森県,八戸市大字是川字土間沢１番地,178961325.0
10201093,医療法人正恵会　石田温泉病院,青森県,上北郡おいらせ町上前田２１－１,178523611.0
10201093,医療法人正恵会　石田温泉病院,青森県,上北郡おいらせ町上前田２１－１,178523611.0
10201093,医療法人正恵会　石田温泉病院,青森県,上北郡おいらせ町上前田２１－１,178523611.0
10201092,医療法人仁桂会　佐々木泌尿器科病院,青森県,八戸市根城四丁目６－２３,178470007.0
10201092,医療法人仁桂会　佐々木泌尿器科病院,青森県,八戸市根城四丁目６－２３,178470007.0
10201092,医療法人仁桂会　佐々木泌尿器科病院,青森県,八戸市根城四丁目６－２３,178470007.0
10201091,圭仁会病院,青森県,八戸市大字市川町字桔梗野上２－３６,178283711.0
10201091,圭仁会病院,青森県,八戸市大字市川町字桔梗野上２－３６,178283711.0
10201091,圭仁会病院,青森県,八戸市大字市川町字桔梗野上２－３６,178283711.0
10201090,医療法人　於本病院,青森県,八戸市大字大工町１０,178434647.0
10201090,医療法人　於本病院,青森県,八戸市大字大工町１０,178434647.0
10201090,医療法人　於本病院,青森県,八戸市大字大工町１０,178434647.0
10201089,みちのく記念病院,青森県,八戸市小中野一丁目４－２２,178241000.0
10201089,みちのく記念病院,青森県,八戸市小中野一丁目４－２２,178241000.0
10201089,みちのく記念病院,青森県,八戸市小中野一丁目４－２２,178241000.0
10201088,総合リハビリ美保野病院,青森県,八戸市大字大久保字大山３１－２,178250111.0
10201088,総合リハビリ美保野病院,青森県,八戸市大字大久保字大山３１－２,178250111.0
10201088,総合リハビリ美保野病院,青森県,八戸市大字大久保字大山３１－２,178250111.0
10201087,岸原病院,青森県,八戸市柏崎六丁目２９－６,178458111.0
10201087,岸原病院,青森県,八戸市柏崎六丁目２９－６,178458111.0
10201087,岸原病院,青森県,八戸市柏崎六丁目２９－６,178458111.0
10201086,南部病院,青森県,三戸郡南部町大字沖田面字千刈５２番地２,179343131.0
10201086,南部病院,青森県,三戸郡南部町大字沖田面字千刈５２番地２,179343131.0
10201086,南部病院,青森県,三戸郡南部町大字沖田面字千刈５２番地２,179343131.0
10201085,八戸平和病院,青森県,八戸市湊高台二丁目４－６,178312222.0
10201085,八戸平和病院,青森県,八戸市湊高台二丁目４－６,178312222.0
10201085,八戸平和病院,青森県,八戸市湊高台二丁目４－６,178312222.0
10201084,八戸城北病院,青森県,八戸市石堂一丁目１４－１４,178202222.0
10201084,八戸城北病院,青森県,八戸市石堂一丁目１４－１４,178202222.0
10201084,八戸城北病院,青森県,八戸市石堂一丁目１４－１４,178202222.0
10201083,室岡整形外科記念病院,青森県,八戸市長者三丁目３番２３号,178461000.0
10201083,室岡整形外科記念病院,青森県,八戸市長者三丁目３番２３号,178461000.0
10201083,室岡整形外科記念病院,青森県,八戸市長者三丁目３番２３号,178461000.0
10201082,メディカルコート八戸西病院,青森県,八戸市長苗代字中坪７７,178284000.0
10201082,メディカルコート八戸西病院,青森県,八戸市長苗代字中坪７７,178284000.0
10201082,メディカルコート八戸西病院,青森県,八戸市長苗代字中坪７７,178284000.0
10201081,青森県立はまなす医療療育センター,青森県,八戸市大字大久保字大塚１７－７２９,178315005.0
10201081,青森県立はまなす医療療育センター,青森県,八戸市大字大久保字大塚１７－７２９,178315005.0
10201081,青森県立はまなす医療療育センター,青森県,八戸市大字大久保字大塚１７－７２９,178315005.0
10201080,独立行政法人国立病院機構　八戸病院,青森県,八戸市吹上三丁目１３－１,178456111.0
10201080,独立行政法人国立病院機構　八戸病院,青森県,八戸市吹上三丁目１３－１,178456111.0
10201080,独立行政法人国立病院機構　八戸病院,青森県,八戸市吹上三丁目１３－１,178456111.0
10201079,国民健康保険南部町医療センター,青森県,三戸郡南部町大字下名久井字白山８７番地１,178762001.0
10201079,国民健康保険南部町医療センター,青森県,三戸郡南部町大字下名久井字白山８７番地１,178762001.0
10201079,国民健康保険南部町医療センター,青森県,三戸郡南部町大字下名久井字白山８７番地１,178762001.0
10201078,国民健康保険　五戸総合病院,青森県,三戸郡五戸町字沢向１７－３,178611200.0
10201078,国民健康保険　五戸総合病院,青森県,三戸郡五戸町字沢向１７－３,178611200.0
10201078,国民健康保険　五戸総合病院,青森県,三戸郡五戸町字沢向１７－３,178611200.0
10201077,三戸町国民健康保険　三戸中央病院,青森県,三戸郡三戸町大字川守田字沖中９－１,179201131.0
10201077,三戸町国民健康保険　三戸中央病院,青森県,三戸郡三戸町大字川守田字沖中９－１,179201131.0
10201077,三戸町国民健康保険　三戸中央病院,青森県,三戸郡三戸町大字川守田字沖中９－１,179201131.0
10201076,国民健康保険　おいらせ病院,青森県,上北郡おいらせ町上明堂１－１,178523111.0
10201076,国民健康保険　おいらせ病院,青森県,上北郡おいらせ町上明堂１－１,178523111.0
10201076,国民健康保険　おいらせ病院,青森県,上北郡おいらせ町上明堂１－１,178523111.0
10201075,独立行政法人労働者健康安全機構　青森労災病院,青森県,八戸市大字白銀町字南ヶ丘１,178331551.0
10201075,独立行政法人労働者健康安全機構　青森労災病院,青森県,八戸市大字白銀町字南ヶ丘１,178331551.0
10201075,独立行政法人労働者健康安全機構　青森労災病院,青森県,八戸市大字白銀町字南ヶ丘１,178331551.0
10201074,八戸赤十字病院,青森県,八戸市大字田面木字中明戸２番地,178273111.0
10201074,八戸赤十字病院,青森県,八戸市大字田面木字中明戸２番地,178273111.0
10201074,八戸赤十字病院,青森県,八戸市大字田面木字中明戸２番地,178273111.0
10201073,八戸市立市民病院,青森県,八戸市田向三丁目１番１号,178725111.0
10201073,八戸市立市民病院,青森県,八戸市田向三丁目１番１号,178725111.0
10201073,八戸市立市民病院,青森県,八戸市田向三丁目１番１号,178725111.0
10201018,弘前脳卒中・リハビリテーションセンター,青森県,弘前市扇町１－２－１,172288220.0
10201018,弘前脳卒中・リハビリテーションセンター,青森県,弘前市扇町１－２－１,172288220.0
10201018,弘前脳卒中・リハビリテーションセンター,青森県,弘前市扇町１－２－１,172288220.0
10201016,ときわ会病院,青森県,南津軽郡藤崎町大字榊字亀田２－１,172653771.0
10201016,ときわ会病院,青森県,南津軽郡藤崎町大字榊字亀田２－１,172653771.0
10201016,ときわ会病院,青森県,南津軽郡藤崎町大字榊字亀田２－１,172653771.0
10201015,医療法人元秀会　弘前小野病院,青森県,弘前市大字和泉二丁目１９－１,172271431.0
10201015,医療法人元秀会　弘前小野病院,青森県,弘前市大字和泉二丁目１９－１,172271431.0
10201015,医療法人元秀会　弘前小野病院,青森県,弘前市大字和泉二丁目１９－１,172271431.0
10201014,弘前メディカルセンター,青森県,弘前市大字大町二丁目２－９,172351511.0
10201014,弘前メディカルセンター,青森県,弘前市大字大町二丁目２－９,172351511.0
10201014,弘前メディカルセンター,青森県,弘前市大字大町二丁目２－９,172351511.0
10201013,津軽保健生活協同組合　健生病院,青森県,弘前市大字扇町二丁目２番２,172321171.0
10201013,津軽保健生活協同組合　健生病院,青森県,弘前市大字扇町二丁目２番２,172321171.0
10201013,津軽保健生活協同組合　健生病院,青森県,弘前市大字扇町二丁目２番２,172321171.0
10201012,弘前記念病院,青森県,弘前市大字境関字西田５９－１,172281211.0
10201012,弘前記念病院,青森県,弘前市大字境関字西田５９－１,172281211.0
10201012,弘前記念病院,青森県,弘前市大字境関字西田５９－１,172281211.0
10201011,医療法人弘愛会　弘愛会病院,青森県,弘前市大字宮川三丁目１－４,172332871.0
10201011,医療法人弘愛会　弘愛会病院,青森県,弘前市大字宮川三丁目１－４,172332871.0
10201011,医療法人弘愛会　弘愛会病院,青森県,弘前市大字宮川三丁目１－４,172332871.0
10201010,一般財団法人双仁会　黒石厚生病院,青森県,黒石市大字黒石字建石９－１,172524121.0
10201010,一般財団法人双仁会　黒石厚生病院,青森県,黒石市大字黒石字建石９－１,172524121.0
10201010,一般財団法人双仁会　黒石厚生病院,青森県,黒石市大字黒石字建石９－１,172524121.0
